Video ID,Product Title,Product Link,Product Picture URL
2,Lin Dan Exclusive II SHB40LDEX,https://yumo.ca/products/lin-dan-exclusive-shb40ldex-badminton-shoe,https://cdn.shopify.com/s/files/1/0723/9035/products/SHB40LD_394x.jpg?v=1484093906
2,Yonex Aerus,https://www.badmintonavenue.com/Yonex-Aerus-MX-Lee-Chong-Wei-Badminton-Shoes-p/shb-aeruslcwfb.htm,http://www.directbadminton.co.uk/Images/ExtraLarge/Yon_SHB-AM-Y.jpg
3,Eleven's Dress (Close Match),https://www.stylebop.com/en-de/women/shirt-dress-with-pleated-skirt-245088.html,https://img.stylebop.com/look/500x750/75/53811_f.jpg
3,Steve's Harrington Jacket (close Match),https://www.bensherman.co.uk/clothing/coats-jackets/casual-jackets/core-harrington-1831,https://www.bensherman.co.uk/upload/siteimages/extralargejpg/0047822_170_a.jpg
3,Merchandise Pop-Culture Eleven Shirt,https://www.redbubble.com/people/againstsoph/works/22690574-eleven-eggo-stranger-things?grid_pos=7&p=t-shirt&rbs=c857407b-1307-4e62-9644-89f7f7ac0dc2&ref=shop_grid,https://d3spquiph2sexc.cloudfront.net/assets/clear-495a83e08fc8e5d7569efe6339a1228ee08292fa1f2bee8e0be6532990cb3852.gif
3,VIN­TAGE PANA­SONIC RX- 5090 BOOM­BOX RA­DIO,https://www.spotern.com/en/spot/tv/stranger-things/7280/la-ghetto-blaster-panasonic-de-jonathan-byers-dans-stranger-things,https://medias.spotern.com/spots/w640/7280.jpg
7,Gamoras Jersey Tee,http://www.neimanmarcus.com/Helmut-Lang-Fitted-Slit-Cuff-Stretch-Jersey-Tee/prod202820332/p.prod?ecid=NMAF__polyvore.com&CS_003=5630585&utm_medium=affiliate&utm_source=NMAF__polyvore.com,http://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMTW21G_KK_m?&wid=400&height=500
7,Groot Plushie,https://www.amazon.com/Funko-Plush-Guardians-Galaxy-Figure/dp/B01M5KD6TA,https://images-na.ssl-images-amazon.com/images/I/41pcgr0ikuL.jpg
8,Star Destroyer Necklace,https://www.nerdlion.com/products/star-wars-star-destroyer-necklace,https://cdn.shopify.com/s/files/1/1878/8591/products/product-image-196823893_590x.jpg?v=1491110143
8,R2D2 USB 3.0 Charger Hub,http://www.thinkgeek.com/product/jhpv/,http://www.thinkgeek.com/images/products/frontsquare/jhpv_r2d2_charging_hub.gif
8,Death Star Bluetooth Speaker,http://www.thinkgeek.com/product/hssk/,http://www.thinkgeek.com/images/products/frontsquare/hssk_death_star_bt_speaker.gif
4,Rose Gold Faux Leather Skinny Headband,http://www.claires.com/rose-gold-faux-leather-skinny-headband-41396.html?cgid=2750&lang=en_GB#sz=36&start=23&lang=en_GB,http://demandware.edgesuite.net/sits_pod37/dw/image/v2/BBTK_PRD/on/demandware.static/-/Sites-master-catalog/default/dweb0c4b3d/images/hi-res/80753_1.jpg?sw=2000&sh=2000&sm=fit
4,Dsquared2 Frilled Tuxedo Shirt,https://www.farfetch.com/shopping/women/dsquared2-frilled-tuxedo-shirt-item-11788840.aspx?fsb=1&storeid=10416&size=22&utm_source=Hy3bqNL2jtQ&utm_medium=affiliate&utm_campaign=Linkshareus&utm_content=10&utm_term=USNetwork,https://cdn-images.farfetch-contents.com/11/78/88/40/11788840_8480119_480.jpg
4,Women Cashmere V Neck Sweater,http://www.uniqlo.com/au/store/women-cashmere-v-neck-sweater-0780650106.html,http://d2h2vnfmmg5sct.cloudfront.net/catalog/product/large_image/69_078065.jpg
4,Ruffle-trim coat,http://shop.nordstrom.com/s/adrianna-papell-ruffle-trim-velvet-jacket/3363208?origin=category&cm_mmc=Linkshare-_-partner-_-10-_-1&siteId=gcdL_ATRVoE-.I48.pk0RM8j4_EroZ7AoQ,http://n.nordstrommedia.com/ImageGallery/store/product/Zoom/16/_7203096.jpg?crop=pad&pad_color=FFF&format=jpeg&w=391&h=600&quality=70
